1582710261.8,0.0,1849,13968
1582710261.8,0.1,1851,13968
1582710261.8,0.2,1846,13968
1582710261.8,0.3,1858,13968
1582710261.8,0.4,1862,13968
1582710261.8,0.5,1851,13968
1582710261.8,0.6,1857,13968
1582710261.8,0.7,1896,14248
1582710261.9,0.8,1896,14248
1582710261.9,0.9,1901,14248
1582710261.9,1.0,1888,14248
1582710261.9,1.1,1891,14248
1582710261.9,1.2,1893,14248
1582710261.9,1.3,1878,14248
1582710261.9,1.4,1894,14528
1582710261.9,1.5,1877,14528
1582710261.9,1.6,1889,14528
1582710261.9,1.7,1889,14528
1582710261.9,1.8,1873,14528
1582710261.9,1.9,1876,14528
1582710261.9,2.0,1873,14528
1582710261.9,2.1,1853,19988
1582710262.0,2.2,1849,19988
1582710262.0,2.3,1850,19988
1582710262.0,2.4,1835,19988
1582710262.0,2.5,1835,19988
1582710262.0,2.6,1837,19988
1582710262.0,2.7,1863,19988
1582710262.0,2.8,1873,20268
1582710262.0,2.9,1853,20268
1582710262.0,3.0,1856,20268
1582710262.0,3.1,1862,20268
1582710262.0,3.2,1853,20268
1582710262.0,3.3,1851,20268
1582710262.0,3.4,1844,20268
1582710262.0,3.5,1897,20828
1582710262.0,3.6,1876,20828
1582710262.0,3.7,1882,20828
1582710262.0,3.8,1867,20828
1582710262.0,3.9,1868,20828
1582710262.0,4.0,1869,20828
1582710262.0,4.1,1852,20828
1582710262.0,4.2,1861,21108
1582710262.0,4.3,1838,21108
1582710262.0,4.4,1852,21108
1582710262.0,4.5,1856,21108
1582710262.0,4.6,1846,21108
1582710262.0,4.7,1847,21108
1582710262.0,4.8,1847,21108
1582710262.0,4.9,1819,21388
1582710262.0,5.0,1813,21388
1582710262.0,5.1,1818,21388
1582710262.0,5.2,1824,21388
1582710262.0,5.3,1836,21388
1582710262.0,5.4,1849,21388
1582710262.0,5.5,1862,21388
1582710262.0,5.6,1842,59328
1582710262.1,5.7,1841,59328
1582710262.1,5.8,1852,59328
1582710262.1,5.9,1847,59328
1582710262.1,6.0,1838,59328
1582710262.1,6.1,1841,59328
1582710262.1,6.2,1836,59328
1582710262.1,6.3,1822,59468
1582710262.6,6.4,1832,59468
1582710262.6,6.5,1828,59468
1582710262.6,6.6,1823,59468
1582710262.6,6.7,1829,59468
1582710262.6,6.8,1829,59468
1582710262.6,6.9,1815,59468
1582710262.6,7.0,1842,59608
1582710263.3,7.1,1825,59608
1582710263.3,7.2,1815,59608
1582710263.3,7.3,1826,59608
1582710263.3,7.4,1819,59608
1582710263.3,7.5,1812,59608
1582710263.3,7.6,1812,59608
1582710263.3,7.7,1807,59748
1582710264.1,7.8,1792,59748
1582710264.1,7.9,1807,59748
1582710264.1,8.0,1801,59748
1582710264.1,8.1,1789,59748
1582710264.1,8.2,1809,59748
1582710264.1,8.3,1804,59748
1582710264.1,8.4,1792,59888
1582710264.7,8.5,1812,59888
1582710264.7,8.6,1847,59888
1582710264.7,8.7,1893,59888
1582710264.7,8.8,1930,59888
1582710264.7,8.9,1901,59888
1582710264.7,9.0,1866,59888
1582710264.7,9.1,1863,60028
1582710265.4,9.2,1855,60028
1582710265.4,9.3,1840,60028
1582710265.4,9.4,1836,60028
1582710265.4,9.5,1835,60028
1582710265.4,9.6,1833,60028
1582710265.4,9.7,1826,60028
1582710265.4,9.8,1826,60168
1582710266.1,9.9,1821,60168
1582710266.1,10.0,1823,60168
1582710266.1,10.1,1818,60168
1582710266.1,10.2,1813,60168
1582710266.1,10.3,1812,60168
1582710266.1,10.4,1812,60168
1582710266.1,10.5,1810,60308
1582710266.8,10.6,1806,60308
1582710266.8,10.7,1807,60308
1582710266.8,10.8,1805,60308
1582710266.8,10.9,1801,60308
1582710266.8,11.0,1803,60308
1582710266.8,11.1,1806,60308
1582710266.8,11.2,1803,60448
1582710267.5,11.3,1804,60448
1582710267.5,11.4,1806,60448
1582710267.5,11.5,1805,60448
1582710267.5,11.6,1827,60448
1582710267.5,11.7,1869,60448
1582710267.5,11.8,1871,60448
1582710267.5,11.9,1852,60588
1582710268.2,12.0,1840,60588
1582710268.2,12.1,1836,60588
1582710268.2,12.2,1826,60588
1582710268.2,12.3,1827,60588
1582710268.2,12.4,1815,60588
1582710268.2,12.5,1819,60588
1582710268.2,12.6,1819,60728
1582710268.9,12.7,1809,60728
1582710268.9,12.8,1811,60728
1582710268.9,12.9,1812,60728
1582710268.9,13.0,1803,60728
1582710268.9,13.1,1807,60728
1582710268.9,13.2,1810,60728
1582710268.9,13.3,1799,60868
1582710269.6,13.4,1802,60868
1582710269.6,13.5,1804,60868
1582710269.6,13.6,1801,60868
1582710269.6,13.7,1807,60868
1582710269.6,13.8,1808,60868
1582710269.6,13.9,1802,60868
1582710269.6,14.0,1809,61008
1582710270.3,14.1,1811,61008
1582710270.3,14.2,1802,61008
1582710270.3,14.3,1801,61008
1582710270.3,14.4,1794,61008
1582710270.3,14.5,1788,61008
1582710270.3,14.6,1793,61008
1582710270.3,14.7,1793,61148
1582710271.0,14.8,1775,61148
1582710271.0,14.9,1772,61148
1582710271.0,15.0,1784,61148
1582710271.0,15.1,1785,61148
1582710271.0,15.2,1790,61148
1582710271.0,15.3,1799,61148
1582710271.0,15.4,1796,61288
1582710271.7,15.5,1798,61288
1582710271.7,15.6,1802,61288
1582710271.7,15.7,1799,61288
1582710271.7,15.8,1800,61288
1582710271.7,15.9,1799,61288
1582710271.7,16.0,1794,61288
1582710271.7,16.1,1793,61428
1582710272.4,16.2,1792,61428
1582710272.4,16.3,1790,61428
